program_number,seq_num,master_source,site_name,header_title,program_label,program_type,siteclass,designation,duplicate_flag,alt_id,alt_name,sites_raw,sites_count_derived,former_site_code,epa_id_number_raw,epa_federal_sites_count_derived,npl_status,non_npl_status,epa_region,classification,program,dec_region,address,address1,city,locality,zip,zipcode,zip_anomaly_flag,county,latitude,longitude,coord_flag,area_acres_best,area_acres,area_acres_scraped,estimated_acres_int,estimated_size,area_m2,area_km2,area_source,acreage_note,site_type,disposal_period_from,disposal_period_to,disposal_period_note,project_completion_date,current_owner_name,current_owner_address,owner_during_disposal,current_onsite_operator,stated_operator_address,owner_name,control_code,control_type,ic_ec_control_type,ic_ec_control_elements,chemicals,Num. Chem.,waste_name,contaminants,community_distance_note,community_school,community_daycare,community_medical,community_senior_care,disadvantaged_community_boundary,potential_ej_area,fuds_flag,fuds_property_number,fuds_category,is_multi_ou,base_num,norm,ou_note,section,in_dataset,action_required,data_source,review_notes,location_note,current_zoning_uses,narrative,facility_note,website,website2,program_facility_name,site_code,site_name_clean,cite,program_category
932001C,9.0,nysdec_all_sites,SKW Newco Inc.,SKW Newco Inc.,State Superfund (Hazardous Waste),HW,04,NY State Superfund,,,,,,,,,,,,,State Superfund Program,9.0,Witmer Road,Witmer Road,Niagara,Niagara,14305.0,14305,,,43.124854024,-79.028958552,,6.373,6.373,6.373,9.76,9.76 Acres,25791.923026552737,0.0258,polygon_boundary,,Landfill,,,,1998-11-01T00:00:00.000,,,,,,,,,,,"calcium hydroxide, ferromanganese slag, ferrochromium slag, ferrochromium dust",4.0,,chromium,,,,,,,,False,,,1.0,932001,skw newco inc,,,,,,,,,"The SKW Newco, Inc. site is located in the Town of Niagara, which is adjacent to the City of Niagara Falls. The 9.76 acre site is bounded on the north and south by portions of the larger Vanadium Site (#932001), on the east by the Airco Properties Site (#932001B) and to the west by Witmer Road (NYS Rt. 31).      The site consists of a capped landfill. The lower Niagara River is approximately 1.4 miles west of the property; the New York Power Authority (NYPA) reservoir, located approximately 0.8 miles north of the property; and Gill Creek, located approximately 1,000 feet east of the Site.      From 1920 to 1964, the site was owned by the Vanadium Corporation of America (Vanadium). Vanadiums original site is estimated to be approximately 150 acres. Portions of the site, such as this one, were used to dispose of an estimated 594,000 tons of wood, brick, ash, lime slag (calcium hydroxide), ferrochromium silicon slag, and ferrochromium silicon dust. Waste piles reportedly contained calcium hydroxide, ferromanganese slag, ferrochromium slag, and ferrochromium dust. Portions of the site were sold to Airco and the New York Power Authority. Rusted and crushed 55-gallon containers and scrap metal were also observed on and around waste piles on both the Airco and Niagara Mohawk/NYPA properties. Approximately 5,000 tons per year of baghouse dust containing ferrochromium silicon dust were disposed of by Airco at the Vanadium site. Approximately 70,000 tons of this waste was generated and disposed of on site. SKW Metals and Alloys, Inc (SKW) purchased a portion of the property and began operating a solid waste disposal facility to address ferrochromium silicon baghouse dust and ferrosilicon baghouse dust wastes. That landfill is on this parcel. It is now closed.      At this site, from 0 to 9 feet, fill materials consists of slag, cinders, dust and fly ash.Contaminants of Concern (Including Materials Disposed)Contaminant Name/TypeChromiumIronManganese      Remediation at the site is complete and the landfill is properly capped and closed; therefore, there is no further exposure to the underlying contamination.",,,,SKW Newco Inc.,932001C,SKW Newco Inc.,https://extapps.dec.ny.gov/data/DecDocs/932001C/,HW
932121,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,02,NY State Superfund,,,,,,,,,,,,,,9.0,,"62, 70, 198 & 300 Mill Street",,Lockport,,14094,,,43.178864902,-78.688011042,,25.815,25.815,25.815,,,104470.01782354237,0.1045,polygon_boundary,,,,,,2028-07-18T00:00:00.000,,,,,,TIMOTHY T.  BIRDSALL,,,,,,,,chromium,,,,,,,,False,,,0.0,932121,eighteenmile creek corridor,,,,,,,,,,,,,Eighteenmile Creek Corridor,,,https://extapps.dec.ny.gov/data/DecDocs/932121/,HW
932163,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,02,NY State Superfund,,,,,,,,,,,,,,9.0,,7105 Lockport Road,,Niagara Falls,,14305,,,43.121033333,-78.98365,,1.072,1.072,1.072,,,4338.284720185837,0.0043,polygon_boundary,,,,,,2026-12-30T00:00:00.000,,,,,,Sylvia Virtuoso,,,,,Lead | Methanol | Sulfates,,,,,,,,,,,False,,,0.0,932163,niagara highway garage,,,,,,,,,,,,,Niagara Highway Garage,,,https://extapps.dec.ny.gov/data/DecDocs/932163/,HW
932110,67.0,nysdec_all_sites,Frontier Chemical - Royal Avenue,Frontier Chemical - Royal Avenue,State Superfund (Hazardous Waste),HW,04,RCRA Corrective Action,,NYSDEC932110,,,,,,,,,,,State Superfund Program,9.0,4626 Royal Avenue,4626 Royal Avenue,Niagara Falls,Niagara Falls,14303.0,14303,,,43.08945639,-79.00945944,,9.844,9.844,9.844,9.81,9.81 Acres,39835.95197489743,0.0398,polygon_boundary,,"Structure, Lagoon",1906,1992,,2012-04-04T00:00:00.000,Cascades Containerboard Packaging Inc.,,MULTIPLE SITE OWNERS,,,Jennifer Booker,Environmental Easement,INST,Environmental Easement Opens new window,Landuse Restriction | Site Management Plan | Cover System | Soil Management Plan | Monitoring Plan | IC/EC Plan | Ground Water Use Restriction,"1,2-dichloroethane | Chlorotoluene | Trichloroethene (TCE) | 1,1,1-Trichloroethane(TCA) | Phenol | 1,1 dichloroethene | 1,3-dichlorobenzene | Methylene chloride | 1,1-dichloroethane | Benzene | SOLVENT CHEMICALS (CHLOROBENZENES, TRICHLORO & | 1,2-dichlorobenzene | Tetrachlorethene | Vinyl chloride | 1,4-dichlorobenzene | TETRACHLOROETHENE, BENZOYL CHLORIDE) | Toluene | 1,2,4-trichlorobenzene | Acetone | Chlorobenzene | Xylene (mixed)",25.0,,"1,1-dichloroethane",,,,,,,,False,,,0.0,932110,frontier chemical  royal avenue,,,,,,,,,"The Frontier Chemical - Royal Avenue site is an approximately 9.8-acre site located at the northwestern corner of Royal Avenue and 47th Street in the City of Niagara Falls, Niagara County.The Frontier Chemical Waste Process Corporation operated a permitted Waste Treatment, Storage, and Disposal (TSD) facility at the Royal Avenue Site from 1974 to December 1992. While operating, this facility treated or stored approximately 25,000 tons of chemical wastes per year. Several major spills were documented during the facility operations, and in December 1992, following documented releases of hazardous waste from numerous drums, the Site was ordered closed by the NYSDEC.An emergency removal action was initiated by the US Environment Protection Agency (EPA) to remove the stored hazardous wastes from the Site. During 1993 1994, under a voluntary agreement with the EPA, a group of Potentially Responsible Parties (PRPs) removed over 4,000 drums of waste from the Site. In a subsequent agreement with the EPA, a second removal was conducted by the PRPs during 1994 and 1995, which resulted in the removal of wastes from the 45 storage tanks on the property.In 1989, EPA and DEC issued a report prioritizing 33 site clusters in order of theirpotential for polluting the Niagara River. The 33 site clusters were divided into three categories.This site was designated as a Category I priority site with estimates of greater than 50 lb/day loads of pollution to the Niagara River.Sites from Category I and II collectively represented 99.9% of the total estimated loadings of 694 lbs (315 kg)/day. Reports from 2023 indicate that chemical waste continues to migrate into the Niagara River from the site.In 1995, the NYSDEC listed the site as a Class 2 (the disposal of hazardous waste has been confirmed and the presence of such hazardous waste or its components or breakdown products represents a significant threat to public health or the environment) site in the Registry of Inactive Hazardous Waste Disposal Sites in New York State.The manmade Falls Street Tunnel draws portions of the upper Lockport bedrock groundwater flow from seven hazardous waste sites, including this site.Operable Units: The site was divided into two operable units.There are several inactive hazardous waste sites within one mile of the site. These include several Occidental Chemical waste and plant sites, as well as Chemours (formerly DuPont), Olin Chemical, and the Solvent Chemical sites. The Niagara River is located approximately 3/4 mile south of the site.The site is now owned by and maintained by Cascades Containerboard Packaging Inc.Long term monitoring is on-going.Site Geology and Hydrogeology:There are two man-made structures which exert a significant influence on the flow of bedrock groundwater in the region: the New York Power Authority (NYPA) conduits and the Falls Street Tunnel.The Falls Street Tunnel (FST) and the New Road Tunnel run along the south and east sides of the site, respectively.  As the tunnels intersect the bedrock B-zone fracture system, site bedrock groundwater from the B-zone directly infiltrates into the tunnels. This infiltration in turn promotes a downward groundwater gradient from the site overburden and upper weathered bedrock into the B-zone. In April 2012, a portion of the Falls Street Tunnel was closed adjacent to the site. This has resulted in a rise in groundwater elevation on the southern portion of the site and a shift in groundwater flow direction to the east.Contaminants of Concern (Including Materials Disposed)Contaminant Name/Type1,2-dichloroethaneChlorotolueneTrichloroethene (TCE)1,1,1-Trichloroethane(TCA)Phenol1,1 dichloroethene1,3-dichlorobenzeneMethylene chloride1,1-dichloroethaneBenzeneSOLVENT CHEMICALS (CHLOROBENZENES, TRICHLORO &1,2-dichlorobenzeneTetrachloretheneVinyl chloride1,4-dichlorobenzeneTETRACHLOROETHENE, BENZOYL CHLORIDE)Toluene1,2,4-trichlorobenzeneAcetoneChlorobenzeneXylene (mixed)Site Environmental AssessmentRemediation at the site is complete. Prior to remediation the primary contaminants of concern were various volatile organics (such as trichlorobenzene, dichlorobenzene, chlorobenzene, PCE, TCE, acetone, benzene, and toluene), and various semi-volatile organics (such as chlorotoluene, phenol, dichlorophenol) in the soil and groundwater. Remedial actions have successfully achieved soil cleanup objectives for industrial use. Residual contamination in the soil and groundwater is being managed under a Site Management Plan.Site Health AssessmentMeasures are in place to control the potential for coming in contact with subsurface soil and groundwater contamination remaining on the site.  Volatile organic compounds in the groundwater may move into the soil vapor (air spaces within the soil), which in turn may move into overlying buildings and affect the indoor air quality.",,,,Frontier Chemical - Royal Avenue,932110,Frontier Chemical - Royal Avenue,https://extapps.dec.ny.gov/data/DecDocs/932110/,HW
932050,27.0,nysdec_all_sites,Olin Corporation-Industrial Welding,Olin-Industrial Welding,State Superfund (Hazardous Waste),HW,04,RCRA Corrective Action,,NYSDEC 932050,,57,1.0,,NYD980507412,,,,,,State Superfund Program,9.0,126 PACKARD RD,Packard Road near 30th Street,Niagara Falls,Niagara Falls,14302.0,14303,,,43.083772,-79.026173,,3.829,3.829,3.829,13.29,13.29 Acres,15495.926052841627,0.0155,polygon_boundary,,Dump,1946,1956,,2005-03-29T00:00:00.000,Olin Corporation,,,,,"Dave M. Share, P.E.",Environmental Easement,INST,Deed Restriction | Environmental Easement Opens new window,Monitoring Wells | Site Management Plan | O&M Plan | Cover System | Leachate Collection | Soil Management Plan | Fencing/Access Control | Monitoring Plan | Groundwater Containment,,,"DEMOLISHED BHC BUILDING, FLYASH AND CONCRETE,",,,,,,,,,False,,,0.0,932050,olin corporationindustrial welding,,,,,,,,,"The Olin Corporation Industrial Welding site is an approximately 13.29-acre site located on Packard Road, near 30th Street, in the City of Niagara Falls, Niagara County. The site is bordered by commercial and residential properties to the north and west, Veterans Drive and Gill Creek to the east and Buffalo Avenue to the south.The site is relatively flat with asphalt cover except in the OU-2 area, which is mounded, lined with a synthetic liner and clay and a grass cover. The site includes a former American Legion Post property that was purchased by Olin Corporation in 1999.Olin used the site for disposal of approximately 26,000 tons of industrial wastes including brine sludge, polycyclic aromatic hydrocarbons (PAHs), and mercury cell process wastes from the production of chlorine. Investigations revealed widespread contamination in site soils and in soils at an adjacent property.The site is divided into three Operable Units. An operable unit represents a portion of a remedial program for a site that for technical or administrative reasons can be addressed separately to investigate, eliminate or mitigate a release, threat of release or exposure pathway resulting from the site contamination.Operable Unit 1 (OU-1)is known as Gill Creek, Operable Unit 2 (OU-2) is known as Upland Area and Operable Unit 3 (OU-3) as Packard Road Site. Olin subsequently removed the contaminated soil from the adjacent property. Site contaminants had migrated off-site to Gill Creek via storm drains and shallow groundwater, impacting creek sediments.Remedial construction was concluded in November 2000. Olin removed contaminated sediments from Gill Creek, restored the creek habitat, installed a cap, installed a clay perimeter barrier wall to contain shallow groundwater, recovered groundwater leachate, installed a perimeter fence, resurfaced the street between the landfill and adjacent homes, and installed lighting.Site Management activities include the operation and maintenance of the groundwater collection system, annual inspections, annual groundwater quality monitoring, and maintenance of the caps.Residual contamination in soil and groundwater is being managed under a Site Management Plan.",,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932050,,Olin Corporation-Industrial Welding,932050,Olin Corporation-Industrial Welding,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932050,HW
932010,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,04,NY State Superfund,,,,,,,,,,,,,,9.0,,Oakhurst Road,,Lockport,,14094,,,43.18116152,-78.71725032,,32.629,32.629,32.629,,,132043.69076483825,0.132,polygon_boundary,,,,,,1994-03-01T00:00:00.000,,,,,,Michele M. Roman,Deed Restriction,INST,,,,,KEETOX AND OXYLITE WASTE,"1,1 dichloroethene",,,,,,,,False,,,0.0,932010,lockport city landfill,,,,,,,,,,,,,Lockport City Landfill,,,https://extapps.dec.ny.gov/data/DecDocs/932010/,HW
932083,47.0,nysdec_all_sites,New Road,New Road,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,NYSDEC 932083,,87,1.0,,NYD980507149,,,,,,State Superfund Program,9.0,New Road North of Porter Road,New Road North of Porter Road,Niagara Falls,Niagara Falls,,,,,43.11129112,-79.00426801,,49.0,,,60.0,60,,,pdf_extraction,"OCR from PhaseI_1986: Niagara Falls, Niagara  County, New York (see Figure I-1).  SITE BACKGROUND  The New Road Landfill site, approximately 49 acres in size, was owned by the City of Niagara Falls during the 1950's (see F",,,,,1991-11-01T00:00:00.000,,,,,,JAMES DONEGAN,,,,,,,,,,,,,,,,False,,,0.0,932083,new road,,,,,,,,,"The site was used by the City of Niagara Falls during the 1950's as a dump for non-combustibles and incinerator refuse.  A fishkill in Gill Creek in 1954 or 1955 was attributed to the leachate from this site. PASNY used this site for disposal of rock spoils and clean fill from the power project excavations from 1958 to 1962.  USGS collected water samples from each of three monitoring wells at the site.  Results indicate the presence of an organic compound in the samples in low concentration. Iron, lead, and manganese concentrationsexceeded USEPA criteria for drinking water in all three samples; aluminum wasmuch higher than normal. The only organic priority pollutant found was di-n butylphthalate (less than the quantifiable detection limit). Four organicnonpriority pollutants were found. The groundwater standards for iron, lead, chromium, and phenol were also exceeded in the samples. A Phase II Investigation confirmed low levels of contamination typical of incinerator ash disposal, but could not document the disposal of hazardous waste. Aside from closure, no further action was required. The potential for contaminant migration is indeterminable.This site is currently known as 5000 Porter Road, andready to [sic] remediated via the Brownfield program.",,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932083,,New Road,932083,New Road,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932083,HW
932047,20.0,nysdec_all_sites,Dupont -Necco Park,"Dupont, Necco Park",State Superfund (Hazardous Waste),HW,04,NY State Superfund,,NYSDEC 932047,,14,1.0,,NYD980532162,,,,,,State Superfund Program,9.0,5600B Niagara Falls Boulevard,5600B Niagara Falls Boulevard,Niagara Falls,Niagara Falls,14302.0,14302,,,43.09515198,-78.99825853,,22.293,22.293,22.293,25.0,25 Acres,90215.21151455896,0.0902,polygon_boundary,,Landfill,1930s,1977,,1998-09-01T00:00:00.000,Chemours,,E.I. DuPont de Nemours & Company,,,Paul Mazierski,Decision Document,INST,Groundwater Treatment System | Monitoring Wells | Cover System | O&M Plan,Leachate Collection | Fencing/Access Control | Monitoring Plan | Groundwater Containment | Subsurface Barriers,"1,2-dichloroethane | Calcium | Chloroform | Perchloroethane | Trichloroethene (TCE) | Hexachlorobenzene | Phenol | Methylene chloride | 1,1-dichloroethane | 2,4,6-trichlorophenol | Barium | RUBBLE, OTHER CHEMICALS | 2,4,5-trichlorophenol | Vinyl chloride | 1,1,2,2-tetrachloroethane | Carbon tetrachloride | CHLORINATED COMPOUNDS (CHLOROBUTANES, | CHLOROETHANES | Hexachloroethane | 1,1,2-TCA | BRINE SLUDGE, BARIUM SALTS | CHLOROETHYLENES), METHANOL, TOLUENE, ACETATES, | Hexachlorobutadiene",31.0,,vinyl chloride,,,,,,,,False,,,0.0,932047,necco park,,,,,,,,,"The Necco Park site is an approximately 25.00-acre site, located in an industrial area, at 5600B Niagara Falls Boulevard in the City of Niagara Falls, Niagara County. It within the boundaries of the Allied Waste Facility at Niagara Falls Boulevard and 56th Street. The site is bounded on the north and east by The Allied Waste Niagara Falls Landfill, to the south by three inactive hazardous waste landfill cells and a wastewater treatment facility, and to the west by an access road and a railroad right-of-way.The site is a rectangular shaped landfill. It has an upgraded cap, five groundwater recovery wells for hydraulic control and an on-site treatment plant. Wastes from the Necco Park landfill have migrated in the overburden and bedrock underneath the landfill and extended underneath the neighboring CECOS facility and a portion of the BFI facility.Residential neighborhoods are located approximately 2,000 feet to the south and 2,500 feet to the west.The landfill was originally used as a recreational park by the Niagara Electrochemical Company, from which the name ""Necco"" is derived. The property was sold to DuPont, now Chemours, in 1930. DuPont disposed of approximately 186 million pounds or about 93,000 tons of liquid and solid industrial waste at the site. These wastes contained inorganic constituents (barium, calcium and sodium chloride) and organic compounds such as carbon tetrachloride, chloroform, hexachlorobenzene, hexachlorobutadiene, hexachloroethane, methylene chloride, PCE, and TCE. These wastes were disposed of and are present in the overburden and groundwater at the site. Most groundwater contamination at the site is the result of dissolution of disposed chlorinated organic liquids. Hydrogeological investigations conducted by DuPont have revealed significant contamination of the groundwater adjacent to the site with volatile chlorinated organics as well as inorganics. Significant quantities of DNAPL have been observed and recovered from wells in and near the site.The potential for contaminant migration was determined to be major. The chemical datacollected at the site and adjacent areas indicates a leachate plume migratingsouth-southeast from the landfill. The plume also has migrated into the upper20 ft of the Lockport Dolomite.The vast majority of the contamination that has been found in the vicinity of the neighboring CECOS site is attributable to releases from the NECCO Park dump site.The site was closed in 1977, and a clay cap was installed.EPA issued an administrative order to DuPont in May of 1985 for further off-site investigation.  A second administrative order was issued in 1989 for further RI/FS work.As a source control measure, DuPont installed a grout curtain along the north side and portions of the east and west sides of the site. A third groundwater recovery well became operational in 1992 and contributed to increasing the hydraulic control over the site.The USEPA issued a Record of Decision (ROD) and a Unilateral Administrative Order (UAO) in September 1998 calling for an enhanced landfill cap and hydraulic containment. The design of a landfill cap modification and hydraulic containment system was completed in 2004. Construction of the hydraulic containment system along with an interim groundwater treatment system began in August 2004 and were completed in April 2005.A Remedial Action report was approved in September 2007 including the Operation, Maintenance and Monitoring plan.The Niagara River downstream of Niagara Falls receives discharge from the bedrock groundwater flow system. However, studies demonstrate that the New York Power Authority (NYPA) conduits and several sewers/tunnels act as regional groundwater sinks for some groundwater from this site.Site management of the groundwater extraction and treatment system, landfill cap maintenance, and submittal of quarterly and annual reports continues.Contaminants of Concern (Including Materials Disposed)1,2-dichloroethaneCalciumChloroformPerchloroethaneTrichloroethene (TCE)HexachlorobenzenePhenolMethylene chloride1,1-dichloroethane2,4,6-trichlorophenolBariumRUBBLE, OTHER CHEMICALS2,4,5-trichlorophenolVinyl chloride1,1,2,2-tetrachloroethaneCarbon tetrachlorideCHLORINATED COMPOUNDS (CHLOROBUTANES,CHLOROETHANESHexachloroethane1,1,2-TCABRINE SLUDGE, BARIUM SALTSCHLOROETHYLENES), METHANOL, TOLUENE, ACETATES,HexachlorobutadieneIn 1989, EPA and DEC issued a report prioritizing 33 site clusters in order of theirpotential for polluting the Niagara River. The 33 site clusters were divided into three categories.This site was designated as a Category I priority site with estimates of greater than 50 lb/day loads of pollution to the Niagara River.Sites from Category I and II collectively represented 99.9% of the total estimated loadings of 694 lbs (315 kg)/day.",,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932047,,Necco Park,932047,Dupont -Necco Park,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932047,HW
932019,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,04,NY State Superfund,,,,,,,,,,,,,,9.0,,Buffalo Avenue,,Niagara Falls,,14302,,,43.07815254,-79.00856147,,144.322,144.322,144.322,,,584052.3085500478,0.5841,polygon_boundary,,,,,,1999-12-23T00:00:00.000,,,,,,"Environmental Resource Holdings, LLC",Decision Document,INST,,,,,,"1,3-dichlorobenzene",,,,,,,,False,,,1.0,932019,former hooker main plant,,,,,,,,,,,,,Former Hooker Main Plant,,,https://extapps.dec.ny.gov/data/DecDocs/932019/,HW
932056A,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,N,NY State Superfund,,,,,,,,,,,,,,9.0,,Porter Road and Tuscarora Road,,Niagara,,14302,,,43.100269444,-78.958336111,,,,,,,,,unavailable,,,,,,1992-03-01T00:00:00.000,,,,,,Maureen Webber,,,,,Chromium | Copper | Lead | Nickel | PAHs,,,,,,,,,,,False,,,1.0,932056,dibacco site  old creek bed 1,,,,,,,,,,,,,Dibacco Site - Old Creek Bed #1,,,https://extapps.dec.ny.gov/data/DecDocs/932056A/,HW
932166,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,C,NY State Superfund,,,,,,,,,,,,,,9.0,,SW Corner of Intersection of John Daly Blvd,,Niagara Falls,,14303,,,43.081777778,-79.052733333,,15.522,15.522,15.522,,,62814.36939016859,0.0628,polygon_boundary,,,,,,2019-02-12T00:00:00.000,,,,,,John Honan,Deed Restriction,INST,,,,,,aldrin,,,,,,,,False,,,0.0,932166,robert moses parkwaysouth site,,,,,,,,,,,,,Robert Moses Parkway-South Site,,,https://extapps.dec.ny.gov/data/DecDocs/932166/,HW
932035,32.0,nysdec_all_sites,GrafTech Intl. Hlds. Inc. (formerly Union Carbide),"Union Carbide/GrafTech Intl. Hlds., Inc.",State Superfund (Hazardous Waste),HW,04,NY State Superfund,,NYSDEC 932035,,64,1.0,,NYD002106896,,,,,,State Superfund Program,9.0,Hyde Park Boulevard,Hyde Park Boulevard,Niagara,Niagara,14303.0,14303,,,43.12145553,-79.02556341,,15.778,15.778,15.778,61.8,61.8 Acres,63851.38618635957,0.0639,polygon_boundary,,Landfill,1940s,1987,,2012-03-23T00:00:00.000,New York Property Holdings Niagara LLC,,,,,Steve Charest,Decision Document,INST,Decision Document,Monitoring Wells | Site Management Plan | Cover System | Fencing/Access Control | Monitoring Plan,"Trichloroethene (TCE), Hexachlorobenzene",2.0,,,,,,,,,,False,,,0.0,932035,graftech intl hlds inc formerly union carbide,,,,,,,,,"The GrafTech International Holdings Inc. site is a 61.8-acre site, located in an urban area, north of Rhode Island Avenue and 0.25-miles east of Hyde Park Boulevard in the Town of Niagara, Niagara County. The surrounding parcels are currently used for a combination of residential, industrial, and utility rights-of-way (ROWs). The nearest residential area is located on the southern border of the site.The site includes a 16.48-acre landfill in the northeast section of the Landfill Site. The landfill was closed and capped in 1987. The entire parcel is owned, operated, maintained, and monitored by GrafTech International Holdings Inc, formerly Union Carbide Corporation (UCC), which began using the landfill in 1934.The site was part of Union Carbide's Republic Plant (3501 Hyde Park Blvd), which manufactured carbon and graphite products. The facility closed in 1988. Carbon and graphite wastes from two other Union Carbide plants were also landfilled on the Republic Plant property. Waste included carbonaceous waste (primarily as dust from dust collectors), fire brick waste, raw materials, and packaging (composed mostly of wooden pallets). Other waste types generated and deposited at the site include coke, pitch, cafeteria waste, silica sand, wall tars, petroleum tars, machining oils, spent sludges from degreasing operations (trichloroethane), and halowax (chlorinated naphthalene solid) waste. Approximately eight million pounds of landfilled material was buried per year.Contaminants of Concern (Including Materials Disposed) include Trichloroethene (TCE) andHexachlorobenzene. Residual volatile organic compound (VOC) groundwater contamination is being monitored under a Site Management Plan.",,https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932035,,GrafTech Intl. Hlds. Inc. (formerly Union Carbide),932035,GrafTech Intl. Hlds. Inc. (formerly Union Carbide),https://appfactory.dec.ny.gov/DERExternalSearch/ERDDetails?CameFromList=false&SiteCode=932035,HW
932052,,nysdec_all_sites,,,State Superfund (Hazardous Waste),HW,04,NY State Superfund,,,,,,,,,,,,,,9.0,,Niagara Falls Boulevard and Walmore Road,,Wheatfield,,14240,,,43.102672222,-78.928361111,,0.225,0.225,0.225,,,912.2211332379444,0.0009,polygon_boundary,,,,,,1994-02-01T00:00:00.000,,,,,,"Textron, Incorporated",Deed Restriction,INST,,,Acetone | Benzene | Carbon tetrachloride | Chloroform | Methylene chloride | Toluene | Trichloroethene (TCE) | VOCs | Vinyl chloride,,,,,,,,,,,False,,,0.0,932052,bell aerospace  textron,,,,,,,,,,,,,Bell Aerospace - Textron,,,https://extapps.dec.ny.gov/data/DecDocs/932052/,HW
